FDC_ID,Item,Category,Calories,Protein,Carbohydrate,Total fat,Cholesterol,Fiber,Water,Alcohol,Vitamin C
171222,"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",Beef Products,305.0 kcal,25.48 g,0.0 g,22.58 g,100.0 mg,0.0 g,52.01 g,0.0 g,0.0 mg
171223,"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",Beef Products,317.0 kcal,25.26 g,0.0 g,24.05 g,98.0 mg,0.0 g,50.69 g,0.0 g,0.0 mg
171224,"Beef, shoulder pot roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",Beef Products,204.0 kcal,31.03 g,0.0 g,8.92 g,98.0 mg,0.0 g,59.76 g,0.0 g,0.0 mg
171225,"Beef, shoulder pot roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",Beef Products,207.0 kcal,30.93 g,0.0 g,9.25 g,98.0 mg,0.0 g,59.49 g,0.0 g,0.0 mg
171226,"Beef, shoulder pot roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",Beef Products,200.0 kcal,31.18 g,0.0 g,8.41 g,98.0 mg,0.0 g,60.15 g,0.0 g,0.0 mg
171227,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",Beef Products,296.0 kcal,27.69 g,0.0 g,20.55 g,96.0 mg,0.0 g,51.91 g,0.0 g,0.0 mg
171228,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",Beef Products,277.0 kcal,24.98 g,0.0 g,19.64 g,87.0 mg,0.0 g,55.22 g,0.0 g,0.0 mg
171229,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",Beef Products,283.0 kcal,24.95 g,0.0 g,20.35 g,86.0 mg,0.0 g,54.74 g,0.0 g,0.0 mg
171230,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",Beef Products,267.0 kcal,25.03 g,0.0 g,18.57 g,89.0 mg,0.0 g,55.93 g,0.0 g,0.0 mg
171231,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",Beef Products,223.0 kcal,18.86 g,0.0 g,16.35 g,68.0 mg,0.0 g,64.48 g,0.0 g,0.0 mg
171232,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",Beef Products,217.0 kcal,27.3 g,0.0 g,11.97 g,80.0 mg,0.0 g,60.57 g,0.0 g,0.0 mg
171233,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",Beef Products,192.0 kcal,28.98 g,0.0 g,8.48 g,77.0 mg,0.0 g,62.56 g,0.0 g,0.0 mg
171234,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw",Beef Products,166.0 kcal,21.22 g,0.0 g,9.04 g,64.0 mg,0.0 g,69.24 g,0.0 g,0.0 mg
171235,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",Beef Products,173.0 kcal,20.93 g,0.0 g,9.97 g,65.0 mg,0.0 g,68.58 g,0.0 g,0.0 mg
171236,"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",Beef Products,221.0 kcal,27.4 g,0.0 g,12.43 g,80.0 mg,0.0 g,59.69 g,0.0 g,0.0 mg
171237,"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",Beef Products,229.0 kcal,27.03 g,0.0 g,13.44 g,82.0 mg,0.0 g,59.13 g,0.0 g,0.0 mg
171238,"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",Beef Products,210.0 kcal,27.96 g,0.0 g,10.91 g,78.0 mg,0.0 g,60.51 g,0.0 g,0.0 mg
171239,"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted",Beef Products,218.0 kcal,28.21 g,0.0 g,11.68 g,80.0 mg,0.0 g,59.55 g,0.0 g,0.0 mg
171728,"Beef, Australian, imported, grass-fed,  external fat, raw",Beef Products,509.0 kcal,11.32 g,0.39 g,51.36 g,66.0 mg,0.0 g,36.51 g,,0.0 mg
171729,"Beef, Australian, imported, grass-fed, seam fat, raw",Beef Products,562.0 kcal,9.58 g,1.06 g,57.73 g,65.0 mg,0.0 g,31.2 g,,0.0 mg
171730,"Beef, Australian, imported, Wagyu, external fat, Aust. marble score 4/5, raw",Beef Products,596.0 kcal,6.54 g,0.0 g,63.27 g,73.0 mg,0.0 g,30.25 g,,0.0 mg
171731,"Beef, Australian, imported, Wagyu, seam fat, Aust. marble score 4/5, raw",Beef Products,594.0 kcal,6.0 g,0.0 g,63.3 g,95.0 mg,0.0 g,30.44 g,,0.0 mg
171732,"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw",Beef Products,206.0 kcal,19.71 g,0.0 g,14.09 g,60.0 mg,0.0 g,65.2 g,0.0 g,0.0 mg
171733,"Beef, Australian, imported, grass-fed, loin, top loin steak/roast, boneless, separable lean and fat, raw",Beef Products,199.0 kcal,19.9 g,0.11 g,13.17 g,46.0 mg,0.0 g,66.42 g,0.0 g,0.0 mg
171734,"Beef, Australian, imported, grass-fed, loin, top sirloin cap-off steak/roast, boneless, separable lean only, raw",Beef Products,122.0 kcal,21.9 g,0.0 g,3.87 g,54.0 mg,0.0 g,74.1 g,0.0 g,0.0 mg
171735,"Beef, Australian, imported, grass-fed, rib, ribeye steak/roast lip-on, boneless, separable lean only, raw",Beef Products,160.0 kcal,21.47 g,0.0 g,8.2 g,50.0 mg,0.0 g,70.09 g,0.0 g,0.0 mg
171736,"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean only, Aust. marble score 9, raw",Beef Products,331.0 kcal,16.92 g,0.13 g,29.15 g,61.0 mg,0.0 g,53.09 g,0.0 g,0.0 mg
171737,"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw",Beef Products,234.0 kcal,20.35 g,0.0 g,16.93 g,72.0 mg,0.0 g,61.92 g,0.0 g,0.0 mg
171738,"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean only, Aust. marble score 9, raw",Beef Products,330.0 kcal,17.61 g,0.46 g,28.61 g,77.0 mg,0.0 g,52.58 g,0.0 g,0.0 mg
171739,"Beef, Australian, imported, grass-fed, loin, top sirloin cap-off steak/roast, boneless, separable lean and fat, raw",Beef Products,127.0 kcal,21.77 g,0.01 g,4.45 g,55.0 mg,0.0 g,73.65 g,0.0 g,0.0 mg
171740,"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw",Beef Products,317.0 kcal,17.07 g,0.0 g,27.64 g,76.0 mg,0.0 g,54.63 g,0.0 g,0.0 mg
171741,"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean and fat, Aust. marble score 9, raw",Beef Products,404.0 kcal,14.54 g,0.28 g,38.3 g,82.0 mg,0.0 g,46.27 g,0.0 g,0.0 mg
171742,"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean and fat, Aust. marble score 9, raw",Beef Products,248.0 kcal,18.5 g,0.58 g,19.11 g,74.0 mg,0.0 g,60.9 g,0.0 g,0.0 mg
171743,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",Beef Products,124.0 kcal,23.49 g,0.0 g,3.34 g,62.0 mg,0.0 g,72.64 g,0.0 g,0.0 mg
171744,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",Beef Products,121.0 kcal,23.44 g,0.0 g,3.04 g,63.0 mg,0.0 g,72.93 g,0.0 g,0.0 mg
171745,"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",Beef Products,124.0 kcal,23.27 g,0.0 g,3.44 g,60.0 mg,0.0 g,73.09 g,0.0 g,0.0 mg
171746,"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",Beef Products,127.0 kcal,23.26 g,0.0 g,3.74 g,58.0 mg,0.0 g,72.88 g,0.0 g,0.0 mg
171747,"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",Beef Products,120.0 kcal,23.28 g,0.0 g,3.0 g,62.0 mg,0.0 g,73.4 g,0.0 g,0.0 mg
171748,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",Beef Products,153.0 kcal,21.5 g,0.0 g,7.4 g,61.0 mg,0.0 g,71.05 g,0.0 g,0.0 mg
171749,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",Beef Products,144.0 kcal,21.91 g,0.0 g,6.21 g,62.0 mg,0.0 g,72.17 g,0.0 g,0.0 mg
171750,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, raw",Beef Products,163.0 kcal,22.43 g,0.0 g,8.17 g,61.0 mg,0.0 g,68.75 g,0.0 g,0.0 mg
171751,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, raw",Beef Products,171.0 kcal,22.19 g,0.0 g,9.16 g,59.0 mg,0.0 g,67.82 g,0.0 g,0.0 mg
171752,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, raw",Beef Products,151.0 kcal,22.79 g,0.0 g,6.67 g,63.0 mg,0.0 g,70.15 g,0.0 g,0.0 mg
171753,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",Beef Products,188.0 kcal,27.26 g,0.0 g,8.82 g,82.0 mg,0.0 g,63.7 g,0.0 g,0.0 mg
171754,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",Beef Products,174.0 kcal,27.38 g,0.0 g,7.12 g,85.0 mg,0.0 g,65.33 g,0.0 g,0.0 mg
171755,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",Beef Products,160.0 kcal,29.9 g,0.0 g,4.49 g,77.0 mg,0.0 g,64.56 g,0.0 g,0.0 mg
171756,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",Beef Products,163.0 kcal,30.08 g,0.0 g,4.79 g,76.0 mg,0.0 g,63.99 g,0.0 g,0.0 mg
171757,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",Beef Products,121.0 kcal,23.59 g,0.0 g,2.94 g,62.0 mg,0.0 g,72.96 g,0.0 g,0.0 mg
171758,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",Beef Products,124.0 kcal,23.59 g,0.0 g,3.26 g,61.0 mg,0.0 g,72.66 g,0.0 g,0.0 mg
171759,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",Beef Products,116.0 kcal,23.59 g,0.0 g,2.45 g,63.0 mg,0.0 g,73.4 g,0.0 g,0.0 mg
171760,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",Beef Products,121.0 kcal,23.59 g,0.0 g,2.94 g,62.0 mg,0.0 g,72.96 g,0.0 g,0.0 mg
171761,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",Beef Products,116.0 kcal,23.41 g,0.0 g,2.52 g,62.0 mg,0.0 g,73.81 g,0.0 g,0.0 mg
171762,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",Beef Products,121.0 kcal,23.37 g,0.0 g,3.04 g,60.0 mg,0.0 g,73.43 g,0.0 g,0.0 mg
171763,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",Beef Products,124.0 kcal,23.35 g,0.0 g,3.38 g,58.0 mg,0.0 g,73.18 g,0.0 g,0.0 mg
171764,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",Beef Products,116.0 kcal,23.41 g,0.0 g,2.52 g,62.0 mg,0.0 g,73.81 g,0.0 g,0.0 mg
171765,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",Beef Products,139.0 kcal,21.94 g,0.0 g,5.74 g,61.0 mg,0.0 g,72.44 g,0.0 g,0.0 mg
171766,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, raw",Beef Products,135.0 kcal,23.3 g,0.0 g,4.66 g,62.0 mg,0.0 g,71.68 g,0.0 g,0.0 mg
171767,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",Beef Products,139.0 kcal,21.94 g,0.0 g,5.74 g,61.0 mg,0.0 g,72.44 g,0.0 g,0.0 mg
171768,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",Beef Products,143.0 kcal,21.78 g,0.0 g,6.16 g,60.0 mg,0.0 g,72.04 g,0.0 g,0.0 mg
171769,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",Beef Products,135.0 kcal,22.16 g,0.0 g,5.1 g,62.0 mg,0.0 g,73.04 g,0.0 g,0.0 mg
171770,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",Beef Products,158.0 kcal,30.24 g,0.06 g,4.11 g,76.0 mg,0.0 g,64.37 g,0.0 g,0.0 mg
171771,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted",Beef Products,150.0 kcal,29.81 g,0.0 g,3.37 g,78.0 mg,0.0 g,65.87 g,0.0 g,0.0 mg
171772,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",Beef Products,155.0 kcal,29.85 g,0.0 g,3.9 g,78.0 mg,0.0 g,65.35 g,0.0 g,0.0 mg
171773,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",Beef Products,158.0 kcal,29.94 g,0.0 g,4.26 g,76.0 mg,0.0 g,64.83 g,0.0 g,0.0 mg
171774,"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",Beef Products,191.0 kcal,21.54 g,0.0 g,11.65 g,64.0 mg,0.0 g,66.35 g,0.0 g,0.0 mg
171775,"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",Beef Products,199.0 kcal,21.29 g,0.0 g,12.68 g,62.0 mg,0.0 g,65.33 g,0.0 g,0.0 mg
171776,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, select, raw",Beef Products,133.0 kcal,22.03 g,0.0 g,4.99 g,64.0 mg,0.0 g,72.3 g,0.0 g,0.0 mg
171777,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, select, raw",Beef Products,157.0 kcal,21.2 g,0.0 g,8.0 g,64.0 mg,0.0 g,70.16 g,0.0 g,0.0 mg
171778,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, select, cooked",Beef Products,167.0 kcal,27.51 g,0.0 g,6.37 g,74.0 mg,0.0 g,60.0 g,0.0 g,0.0 mg
171779,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, select, raw",Beef Products,130.0 kcal,22.37 g,0.0 g,4.55 g,62.0 mg,0.0 g,72.47 g,0.0 g,0.0 mg
171780,"Beef, chuck, clod roast, separable lean only, trimmed to 1/4"" fat, all grades, cooked, roasted",Beef Products,173.0 kcal,26.36 g,0.0 g,6.75 g,71.0 mg,0.0 g,64.92 g,0.0 g,0.0 mg
171781,"Beef, shoulder steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",Beef Products,175.0 kcal,28.6 g,0.0 g,5.82 g,82.0 mg,0.0 g,64.62 g,0.0 g,0.0 mg
171782,"Beef, chuck, clod steak, separable lean only, trimmed to 1/4"" fat, all grades, cooked, braised",Beef Products,189.0 kcal,29.34 g,0.0 g,7.04 g,94.0 mg,0.0 g,60.02 g,0.0 g,0.0 mg
171783,"Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0"" fat, USDA choice, cooked, broiled",Beef Products,161.0 kcal,25.73 g,0.0 g,5.72 g,65.0 mg,0.0 g,65.57 g,0.0 g,0.0 mg
171784,"Beef, chuck, clod roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",Beef Products,196.0 kcal,27.3 g,0.0 g,8.76 g,73.0 mg,0.0 g,62.13 g,0.0 g,0.0 mg
171785,"Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",Beef Products,186.0 kcal,28.22 g,0.0 g,7.25 g,81.0 mg,0.0 g,63.61 g,0.0 g,0.0 mg
171786,"Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",Beef Products,177.0 kcal,28.41 g,0.0 g,6.14 g,83.0 mg,0.0 g,64.65 g,0.0 g,0.0 mg
171787,"Beef, plate, inside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",Beef Products,220.0 kcal,26.13 g,0.0 g,12.05 g,60.0 mg,0.0 g,60.34 g,0.0 g,0.0 mg
171788,"Beef, plate, outside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",Beef Products,255.0 kcal,23.51 g,0.0 g,17.13 g,59.0 mg,0.0 g,57.16 g,0.0 g,0.0 mg
171789,"Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",Beef Products,182.0 kcal,28.29 g,0.0 g,6.8 g,81.0 mg,0.0 g,64.02 g,0.0 g,0.0 mg
171790,"Beef, ground, 95% lean meat / 5% fat, raw",Beef Products,137.0 kcal,21.41 g,0.0 g,5.0 g,62.0 mg,0.0 g,73.24 g,0.0 g,0.0 mg
171791,"Beef, ground, 95% lean meat / 5% fat, patty, cooked, broiled",Beef Products,174.0 kcal,26.29 g,0.0 g,6.8 g,88.0 mg,0.0 g,65.78 g,0.0 g,0.0 mg
171792,"Beef, ground, 95% lean meat / 5% fat, patty, cooked, pan-broiled",Beef Products,164.0 kcal,25.8 g,0.0 g,5.94 g,84.0 mg,0.0 g,66.9 g,0.0 g,0.0 mg
171793,"Beef, ground, 90% lean meat / 10% fat, patty, cooked, pan-broiled",Beef Products,204.0 kcal,25.21 g,0.0 g,10.68 g,84.0 mg,0.0 g,63.21 g,0.0 g,0.0 mg
171794,"Beef, ground, 90% lean meat / 10% fat, crumbles, cooked, pan-browned",Beef Products,230.0 kcal,28.45 g,0.0 g,12.04 g,89.0 mg,0.0 g,58.58 g,0.0 g,0.0 mg
171795,"Beef, ground, 90% lean meat / 10% fat, loaf, cooked, baked",Beef Products,214.0 kcal,26.62 g,0.0 g,11.1 g,88.0 mg,0.0 g,61.33 g,0.0 g,0.0 mg
171796,"Beef, ground, 85% lean meat / 15% fat, raw (Includes foods for USDA's Food Distribution Program)",Beef Products,215.0 kcal,18.59 g,0.0 g,15.0 g,68.0 mg,0.0 g,65.66 g,0.0 g,0.0 mg
171797,"Beef, ground, 80% lean meat / 20% fat, patty, cooked, broiled",Beef Products,270.0 kcal,25.75 g,0.0 g,17.78 g,88.0 mg,0.0 g,55.99 g,0.0 g,0.0 mg
171798,"Beef, ground, 80% lean meat / 20% fat, patty, cooked, pan-broiled",Beef Products,246.0 kcal,24.04 g,0.0 g,15.94 g,84.0 mg,0.0 g,59.11 g,0.0 g,0.0 mg
171799,"Beef, ground, 80% lean meat / 20% fat, crumbles, cooked, pan-browned",Beef Products,272.0 kcal,27.0 g,0.0 g,17.36 g,89.0 mg,0.0 g,54.54 g,0.0 g,0.0 mg
171800,"Beef, ground, 80% lean meat / 20% fat, loaf, cooked, baked",Beef Products,254.0 kcal,25.25 g,0.0 g,16.17 g,88.0 mg,0.0 g,57.7 g,0.0 g,0.0 mg
171801,"Beef, ground, 75% lean meat / 25% fat, loaf, cooked, baked",Beef Products,254.0 kcal,24.56 g,0.0 g,16.5 g,88.0 mg,0.0 g,57.5 g,0.0 g,0.0 mg
171802,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, select, raw",Beef Products,134.0 kcal,22.53 g,0.0 g,4.2 g,73.0 mg,0.0 g,72.9 g,0.0 g,0.0 mg
171803,"Beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, select, raw",Beef Products,148.0 kcal,22.06 g,0.0 g,5.93 g,64.0 mg,0.0 g,71.11 g,0.0 g,0.0 mg
171804,"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, select, raw",Beef Products,127.0 kcal,22.27 g,0.0 g,3.54 g,59.0 mg,0.0 g,73.31 g,0.0 g,0.0 mg
171805,"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",Beef Products,177.0 kcal,29.44 g,0.0 g,5.73 g,78.0 mg,0.0 g,64.65 g,0.0 g,0.0 mg
171806,"Beef, round, bottom round , roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",Beef Products,164.0 kcal,28.45 g,0.0 g,4.67 g,74.0 mg,0.0 g,66.61 g,0.0 g,0.0 mg
171807,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",Beef Products,163.0 kcal,29.59 g,0.0 g,4.11 g,75.0 mg,0.0 g,66.31 g,0.0 g,0.0 mg
171808,"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, broiled",Beef Products,177.0 kcal,31.61 g,0.0 g,4.65 g,82.0 mg,0.0 g,62.79 g,0.0 g,0.0 mg
171809,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted",Beef Products,169.0 kcal,29.73 g,0.0 g,4.71 g,76.0 mg,0.0 g,65.52 g,0.0 g,0.0 mg
171810,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, all grades, raw",Beef Products,141.0 kcal,22.33 g,0.0 g,5.04 g,75.0 mg,0.0 g,69.95 g,0.0 g,0.0 mg
171811,"Beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",Beef Products,200.0 kcal,29.04 g,0.0 g,8.39 g,82.0 mg,0.0 g,62.93 g,0.0 g,0.0 mg
171812,"Beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, all grades, raw",Beef Products,153.0 kcal,22.12 g,0.0 g,6.52 g,65.0 mg,0.0 g,70.62 g,0.0 g,0.0 mg
171813,"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",Beef Products,189.0 kcal,29.3 g,0.0 g,7.09 g,81.0 mg,0.0 g,63.32 g,0.0 g,0.0 mg
171814,"Beef, short loin, top loin steak, separable lean only, trimmed to 1/8"" fat, all grades, raw",Beef Products,138.0 kcal,22.93 g,0.0 g,5.15 g,53.0 mg,0.0 g,71.49 g,0.0 g,0.0 mg
171815,"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",Beef Products,185.0 kcal,31.82 g,0.0 g,5.45 g,84.0 mg,0.0 g,61.96 g,0.0 g,0.0 mg
171816,"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, all grades, raw",Beef Products,135.0 kcal,22.91 g,0.0 g,4.09 g,55.0 mg,0.0 g,75.02 g,0.0 g,0.0 mg
171817,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",Beef Products,224.0 kcal,34.72 g,0.0 g,8.37 g,106.0 mg,0.0 g,56.39 g,0.0 g,0.0 mg
171818,"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",Beef Products,203.0 kcal,33.13 g,0.0 g,6.79 g,97.0 mg,0.0 g,59.82 g,0.0 g,0.0 mg
171819,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, choice, raw",Beef Products,128.0 kcal,22.88 g,0.0 g,3.38 g,60.0 mg,0.0 g,72.89 g,0.0 g,0.0 mg
171820,"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, choice, raw",Beef Products,140.0 kcal,22.69 g,0.0 g,4.78 g,63.0 mg,0.0 g,71.44 g,0.0 g,0.0 mg
172115,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",Beef Products,276.0 kcal,25.4 g,0.0 g,18.57 g,83.0 mg,0.0 g,55.6 g,0.0 g,0.0 mg
172116,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",Beef Products,208.0 kcal,20.69 g,0.0 g,13.27 g,60.0 mg,0.0 g,65.49 g,0.0 g,0.0 mg
172117,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",Beef Products,263.0 kcal,26.21 g,0.0 g,16.75 g,79.0 mg,0.0 g,56.87 g,0.0 g,0.0 mg
172118,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",Beef Products,223.0 kcal,20.11 g,0.0 g,15.18 g,62.0 mg,0.0 g,64.06 g,0.0 g,0.0 mg
